total_doc_num=500 doc_type=2 qry_type=2
VOM19980406.0900.0151 -4.992367e-002 VOM19980406.0900.0151
VOM19980529.0900.0113 -5.001755e-002 VOM19980529.0900.0113
VOM19980407.0900.0012 -5.003598e-002 VOM19980407.0900.0012
VOM19980428.0900.0005 -5.003980e-002 VOM19980428.0900.0005
VOM19980619.0700.0090 -5.007564e-002 VOM19980619.0700.0090
VOM19980611.0700.0350 -5.008577e-002 VOM19980611.0700.0350
VOM19980220.0700.0620 -5.016525e-002 VOM19980220.0700.0620
VOM19980311.0700.0234 -5.017117e-002 VOM19980311.0700.0234
VOM19980605.0900.0255 -5.017986e-002 VOM19980605.0900.0255
VOM19980624.0700.0044 -5.023954e-002 VOM19980624.0700.0044
VOM19980607.0730.0094 -5.024131e-002 VOM19980607.0730.0094
VOM19980306.0700.0971 -5.024815e-002 VOM19980306.0700.0971
VOM19980605.0700.0354 -5.025410e-002 VOM19980605.0700.0354
VOM19980224.0700.0435 -5.028837e-002 VOM19980224.0700.0435
VOM19980619.0900.0136 -5.029012e-002 VOM19980619.0900.0136
VOM19980607.0700.0225 -5.030134e-002 VOM19980607.0700.0225
VOM19980226.0900.0873 -5.030546e-002 VOM19980226.0900.0873
VOM19980413.0900.0207 -5.037650e-002 VOM19980413.0900.0207
VOM19980421.0900.0237 -5.039709e-002 VOM19980421.0900.0237
VOM19980222.0700.2119 -5.052663e-002 VOM19980222.0700.2119
VOM19980303.0900.2535 -5.058187e-002 VOM19980303.0900.2535
VOM19980625.0730.0035 -5.058946e-002 VOM19980625.0730.0035
VOM19980531.0700.0120 -5.063698e-002 VOM19980531.0700.0120
VOM19980303.0900.0241 -5.065785e-002 VOM19980303.0900.0241
VOM19980528.0900.0044 -5.065820e-002 VOM19980528.0900.0044
VOM19980422.0900.0213 -5.071370e-002 VOM19980422.0900.0213
VOM19980609.0900.0107 -5.075147e-002 VOM19980609.0900.0107
VOM19980630.0700.0296 -5.076013e-002 VOM19980630.0700.0296
VOM19980511.0700.0345 -5.076971e-002 VOM19980511.0700.0345
VOM19980612.0900.0201 -5.081804e-002 VOM19980612.0900.0201
VOM19980612.0730.0192 -5.081804e-002 VOM19980612.0730.0192
VOM19980612.0700.0383 -5.081804e-002 VOM19980612.0700.0383
VOM19980319.0700.0556 -5.088496e-002 VOM19980319.0700.0556
VOM19980508.0730.0197 -5.090883e-002 VOM19980508.0730.0197
VOM19980315.0700.0299 -5.096408e-002 VOM19980315.0700.0299
VOM19980606.0730.0095 -5.096475e-002 VOM19980606.0730.0095
VOM19980306.0700.0593 -5.096903e-002 VOM19980306.0700.0593
VOM19980311.0700.0357 -5.099769e-002 VOM19980311.0700.0357
VOM19980616.0730.0275 -5.107837e-002 VOM19980616.0730.0275
VOM19980531.0730.0230 -5.117765e-002 VOM19980531.0730.0230
VOM19980415.0900.0104 -5.125412e-002 VOM19980415.0900.0104
VOM19980626.0700.0409 -5.136791e-002 VOM19980626.0700.0409
VOM19980520.0900.0115 -5.137981e-002 VOM19980520.0900.0115
VOM19980223.0900.0412 -5.150634e-002 VOM19980223.0900.0412
VOM19980630.0730.0002 -5.154564e-002 VOM19980630.0730.0002
VOM19980410.0900.0023 -5.157836e-002 VOM19980410.0900.0023
VOM19980326.0900.3298 -5.161971e-002 VOM19980326.0900.3298
VOM19980223.0900.0311 -5.162561e-002 VOM19980223.0900.0311
VOM19980620.0700.0453 -5.171364e-002 VOM19980620.0700.0453
VOM19980223.0700.0800 -5.178272e-002 VOM19980223.0700.0800
VOM19980618.0700.0416 -5.179279e-002 VOM19980618.0700.0416
VOM19980501.0730.0037 -5.179730e-002 VOM19980501.0730.0037
VOM19980319.0900.1126 -5.180602e-002 VOM19980319.0900.1126
VOM19980316.0700.0776 -5.190956e-002 VOM19980316.0700.0776
VOM19980617.0700.0522 -5.197375e-002 VOM19980617.0700.0522
VOM19980428.0900.0113 -5.203582e-002 VOM19980428.0900.0113
VOM19980325.0900.0239 -5.207226e-002 VOM19980325.0900.0239
VOM19980621.0700.0369 -5.208778e-002 VOM19980621.0700.0369
VOM19980531.0700.0040 -5.209368e-002 VOM19980531.0700.0040
VOM19980316.0700.1390 -5.228604e-002 VOM19980316.0700.1390
VOM19980605.0700.0156 -5.235451e-002 VOM19980605.0700.0156
VOM19980226.0900.2783 -5.237166e-002 VOM19980226.0900.2783
VOM19980221.0700.2025 -5.239911e-002 VOM19980221.0700.2025
VOM19980603.0730.0164 -5.250723e-002 VOM19980603.0730.0164
VOM19980220.0900.2343 -5.258369e-002 VOM19980220.0900.2343
VOM19980625.0700.0037 -5.268500e-002 VOM19980625.0700.0037
VOM19980620.0700.0513 -5.270166e-002 VOM19980620.0700.0513
VOM19980319.0900.2245 -5.270850e-002 VOM19980319.0900.2245
VOM19980222.0700.0384 -5.274028e-002 VOM19980222.0700.0384
VOM19980228.0700.1755 -5.274693e-002 VOM19980228.0700.1755
VOM19980403.0900.2302 -5.280511e-002 VOM19980403.0900.2302
VOM19980225.0700.1297 -5.282568e-002 VOM19980225.0700.1297
VOM19980521.0700.0427 -5.282883e-002 VOM19980521.0700.0427
VOM19980302.0700.0335 -5.284559e-002 VOM19980302.0700.0335
VOM19980325.0900.2077 -5.292397e-002 VOM19980325.0900.2077
VOM19980520.0700.0074 -5.292763e-002 VOM19980520.0700.0074
VOM19980510.0700.0214 -5.293613e-002 VOM19980510.0700.0214
VOM19980511.0730.0133 -5.296339e-002 VOM19980511.0730.0133
VOM19980507.0700.0242 -5.300206e-002 VOM19980507.0700.0242
VOM19980524.0730.0270 -5.308444e-002 VOM19980524.0730.0270
VOM19980506.0900.0089 -5.311206e-002 VOM19980506.0900.0089
VOM19980609.0900.0205 -5.324695e-002 VOM19980609.0900.0205
VOM19980630.0900.0005 -5.328222e-002 VOM19980630.0900.0005
VOM19980621.0730.0184 -5.330355e-002 VOM19980621.0730.0184
VOM19980609.0900.0079 -5.330712e-002 VOM19980609.0900.0079
VOM19980609.0700.0368 -5.330712e-002 VOM19980609.0700.0368
VOM19980627.0730.0047 -5.331175e-002 VOM19980627.0730.0047
VOM19980502.0700.0095 -5.332461e-002 VOM19980502.0700.0095
VOM19980524.0730.0201 -5.333280e-002 VOM19980524.0730.0201
VOM19980220.0900.1197 -5.336498e-002 VOM19980220.0900.1197
VOM19980222.0700.0758 -5.339906e-002 VOM19980222.0700.0758
VOM19980522.0700.0258 -5.357194e-002 VOM19980522.0700.0258
VOM19980224.0900.2290 -5.379859e-002 VOM19980224.0900.2290
VOM19980520.0730.0078 -5.396299e-002 VOM19980520.0730.0078
VOM19980624.0700.0546 -5.396666e-002 VOM19980624.0700.0546
VOM19980507.0900.0081 -5.398115e-002 VOM19980507.0900.0081
VOM19980319.0900.2063 -5.400649e-002 VOM19980319.0900.2063
VOM19980225.0700.0627 -5.404603e-002 VOM19980225.0700.0627
VOM19980226.0900.1857 -5.417072e-002 VOM19980226.0900.1857
VOM19980224.0700.1724 -5.417973e-002 VOM19980224.0700.1724
VOM19980611.0900.0069 -5.421848e-002 VOM19980611.0900.0069
VOM19980403.0900.3466 -5.426825e-002 VOM19980403.0900.3466
VOM19980524.0700.0373 -5.427796e-002 VOM19980524.0700.0373
VOM19980312.0900.2016 -5.428854e-002 VOM19980312.0900.2016
VOM19980327.0900.1850 -5.446622e-002 VOM19980327.0900.1850
VOM19980317.0900.3462 -5.447503e-002 VOM19980317.0900.3462
VOM19980521.0700.0503 -5.451465e-002 VOM19980521.0700.0503
VOM19980326.0700.0115 -5.452796e-002 VOM19980326.0700.0115
VOM19980618.0730.0083 -5.471645e-002 VOM19980618.0730.0083
VOM19980604.0700.0534 -5.477954e-002 VOM19980604.0700.0534
VOM19980617.0900.0007 -5.482771e-002 VOM19980617.0900.0007
VOM19980315.0700.1260 -5.486334e-002 VOM19980315.0700.1260
VOM19980317.0900.0224 -5.487613e-002 VOM19980317.0900.0224
VOM19980606.0730.0060 -5.492596e-002 VOM19980606.0730.0060
VOM19980315.0700.1148 -5.495215e-002 VOM19980315.0700.1148
VOM19980628.0700.0316 -5.497008e-002 VOM19980628.0700.0316
VOM19980623.0700.0425 -5.497396e-002 VOM19980623.0700.0425
VOM19980507.0730.0110 -5.501501e-002 VOM19980507.0730.0110
VOM19980630.0700.0507 -5.523811e-002 VOM19980630.0700.0507
VOM19980621.0730.0102 -5.526605e-002 VOM19980621.0730.0102
VOM19980627.0700.0102 -5.538867e-002 VOM19980627.0700.0102
VOM19980306.0700.0705 -5.545262e-002 VOM19980306.0700.0705
VOM19980414.0900.0217 -5.547500e-002 VOM19980414.0900.0217
VOM19980607.0700.0045 -5.549196e-002 VOM19980607.0700.0045
VOM19980427.0900.0040 -5.549775e-002 VOM19980427.0900.0040
VOM19980624.0700.0122 -5.559206e-002 VOM19980624.0700.0122
VOM19980526.0700.0133 -5.562025e-002 VOM19980526.0700.0133
VOM19980630.0900.0040 -5.562205e-002 VOM19980630.0900.0040
VOM19980612.0900.0008 -5.566936e-002 VOM19980612.0900.0008
VOM19980603.0900.0007 -5.572606e-002 VOM19980603.0900.0007
VOM19980305.0900.0369 -5.580572e-002 VOM19980305.0900.0369
VOM19980227.0900.0753 -5.585563e-002 VOM19980227.0900.0753
VOM19980627.0700.0330 -5.586433e-002 VOM19980627.0700.0330
VOM19980326.0900.3332 -5.586584e-002 VOM19980326.0900.3332
VOM19980315.0700.1893 -5.591026e-002 VOM19980315.0700.1893
VOM19980522.0700.0323 -5.592246e-002 VOM19980522.0700.0323
VOM19980305.0900.2891 -5.595572e-002 VOM19980305.0900.2891
VOM19980610.0700.0375 -5.598807e-002 VOM19980610.0700.0375
VOM19980510.0730.0187 -5.604310e-002 VOM19980510.0730.0187
VOM19980510.0700.0361 -5.604310e-002 VOM19980510.0700.0361
VOM19980510.0700.0272 -5.605580e-002 VOM19980510.0700.0272
VOM19980303.0700.0441 -5.606975e-002 VOM19980303.0700.0441
VOM19980507.0700.0314 -5.616267e-002 VOM19980507.0700.0314
VOM19980630.0700.0116 -5.625716e-002 VOM19980630.0700.0116
VOM19980501.0900.0067 -5.630250e-002 VOM19980501.0900.0067
VOM19980617.0730.0243 -5.631305e-002 VOM19980617.0730.0243
VOM19980304.0700.0347 -5.638541e-002 VOM19980304.0700.0347
VOM19980416.0900.0248 -5.639288e-002 VOM19980416.0900.0248
VOM19980624.0900.0001 -5.644012e-002 VOM19980624.0900.0001
VOM19980618.0730.0234 -5.645014e-002 VOM19980618.0730.0234
VOM19980511.0700.0278 -5.650484e-002 VOM19980511.0700.0278
VOM19980531.0700.0531 -5.656683e-002 VOM19980531.0700.0531
VOM19980614.0700.0458 -5.658296e-002 VOM19980614.0700.0458
VOM19980302.0900.0564 -5.661957e-002 VOM19980302.0900.0564
VOM19980326.0700.0550 -5.663028e-002 VOM19980326.0700.0550
VOM19980317.0900.0114 -5.667799e-002 VOM19980317.0900.0114
VOM19980523.0700.0189 -5.678620e-002 VOM19980523.0700.0189
VOM19980501.0700.0491 -5.692387e-002 VOM19980501.0700.0491
VOM19980316.0900.3479 -5.692853e-002 VOM19980316.0900.3479
VOM19980606.0730.0234 -5.702110e-002 VOM19980606.0730.0234
VOM19980503.0700.0546 -5.703004e-002 VOM19980503.0700.0546
VOM19980316.0900.1861 -5.705495e-002 VOM19980316.0900.1861
VOM19980506.0900.0115 -5.723300e-002 VOM19980506.0900.0115
VOM19980503.0730.0027 -5.732726e-002 VOM19980503.0730.0027
VOM19980410.0900.0207 -5.738217e-002 VOM19980410.0900.0207
VOM19980220.0900.3360 -5.756365e-002 VOM19980220.0900.3360
VOM19980605.0700.0290 -5.759847e-002 VOM19980605.0700.0290
VOM19980317.0900.3492 -5.763337e-002 VOM19980317.0900.3492
VOM19980424.0900.0246 -5.783971e-002 VOM19980424.0900.0246
VOM19980610.0700.0445 -5.790982e-002 VOM19980610.0700.0445
VOM19980415.0900.0272 -5.795097e-002 VOM19980415.0900.0272
VOM19980624.0900.0077 -5.800553e-002 VOM19980624.0900.0077
VOM19980624.0730.0001 -5.800928e-002 VOM19980624.0730.0001
VOM19980325.0900.0124 -5.802647e-002 VOM19980325.0900.0124
VOM19980623.0730.0177 -5.811399e-002 VOM19980623.0730.0177
VOM19980607.0730.0228 -5.822108e-002 VOM19980607.0730.0228
VOM19980223.0900.0351 -5.824218e-002 VOM19980223.0900.0351
VOM19980510.0730.0063 -5.825714e-002 VOM19980510.0730.0063
VOM19980224.0700.0685 -5.826865e-002 VOM19980224.0700.0685
VOM19980617.0730.0161 -5.828337e-002 VOM19980617.0730.0161
VOM19980404.0700.0350 -5.830802e-002 VOM19980404.0700.0350
VOM19980603.0900.0156 -5.834419e-002 VOM19980603.0900.0156
VOM19980606.0730.0271 -5.835265e-002 VOM19980606.0730.0271
VOM19980220.0900.0190 -5.841573e-002 VOM19980220.0900.0190
VOM19980327.0900.3348 -5.843372e-002 VOM19980327.0900.3348
VOM19980403.0900.2268 -5.851830e-002 VOM19980403.0900.2268
VOM19980526.0900.0057 -5.853902e-002 VOM19980526.0900.0057
VOM19980224.0700.1620 -5.855189e-002 VOM19980224.0700.1620
VOM19980509.0730.0174 -5.863176e-002 VOM19980509.0730.0174
VOM19980302.0700.2191 -5.866615e-002 VOM19980302.0700.2191
VOM19980627.0700.0543 -5.870552e-002 VOM19980627.0700.0543
VOM19980626.0700.0553 -5.874131e-002 VOM19980626.0700.0553
VOM19980317.0900.3421 -5.877290e-002 VOM19980317.0900.3421
VOM19980327.0900.0375 -5.879254e-002 VOM19980327.0900.0375
VOM19980226.0900.3443 -5.879826e-002 VOM19980226.0900.3443
VOM19980509.0700.0565 -5.879956e-002 VOM19980509.0700.0565
VOM19980521.0730.0273 -5.884754e-002 VOM19980521.0730.0273
VOM19980301.0700.0393 -5.893764e-002 VOM19980301.0700.0393
VOM19980510.0730.0101 -5.895198e-002 VOM19980510.0730.0101
VOM19980621.0730.0142 -5.904100e-002 VOM19980621.0730.0142
VOM19980625.0730.0189 -5.906139e-002 VOM19980625.0730.0189
VOM19980317.0700.0320 -5.910831e-002 VOM19980317.0700.0320
VOM19980602.0700.0139 -5.930189e-002 VOM19980602.0700.0139
VOM19980524.0730.0122 -5.931945e-002 VOM19980524.0730.0122
VOM19980303.0900.2128 -5.935960e-002 VOM19980303.0900.2128
VOM19980522.0900.0257 -5.936347e-002 VOM19980522.0900.0257
VOM19980312.0900.3480 -5.947527e-002 VOM19980312.0900.3480
VOM19980607.0730.0062 -5.948931e-002 VOM19980607.0730.0062
VOM19980607.0700.0193 -5.948931e-002 VOM19980607.0700.0193
VOM19980316.0700.0356 -5.955093e-002 VOM19980316.0700.0356
VOM19980317.0700.0669 -5.963367e-002 VOM19980317.0700.0669
VOM19980526.0730.0229 -5.964411e-002 VOM19980526.0730.0229
VOM19980220.0900.1815 -5.965542e-002 VOM19980220.0900.1815
VOM19980630.0730.0248 -5.971646e-002 VOM19980630.0730.0248
VOM19980430.0900.0035 -5.972739e-002 VOM19980430.0900.0035
VOM19980627.0730.0212 -5.989442e-002 VOM19980627.0730.0212
VOM19980316.0700.0279 -6.002264e-002 VOM19980316.0700.0279
VOM19980222.0700.2019 -6.004130e-002 VOM19980222.0700.2019
VOM19980403.0900.2223 -6.013139e-002 VOM19980403.0900.2223
VOM19980526.0730.0039 -6.013230e-002 VOM19980526.0730.0039
VOM19980526.0900.0034 -6.015646e-002 VOM19980526.0900.0034
VOM19980508.0700.0194 -6.016656e-002 VOM19980508.0700.0194
VOM19980501.0730.0186 -6.018780e-002 VOM19980501.0730.0186
VOM19980610.0700.0039 -6.022472e-002 VOM19980610.0700.0039
VOM19980521.0730.0104 -6.024086e-002 VOM19980521.0730.0104
VOM19980502.0730.0115 -6.026457e-002 VOM19980502.0730.0115
VOM19980502.0700.0197 -6.026457e-002 VOM19980502.0700.0197
VOM19980327.0900.3434 -6.031602e-002 VOM19980327.0900.3434
VOM19980225.0700.0999 -6.035720e-002 VOM19980225.0700.0999
VOM19980604.0900.0159 -6.044750e-002 VOM19980604.0900.0159
VOM19980427.0900.0257 -6.049441e-002 VOM19980427.0900.0257
VOM19980415.0900.0189 -6.058522e-002 VOM19980415.0900.0189
VOM19980223.0700.0734 -6.069732e-002 VOM19980223.0700.0734
VOM19980224.0900.0473 -6.073103e-002 VOM19980224.0900.0473
VOM19980521.0700.0467 -6.073262e-002 VOM19980521.0700.0467
VOM19980327.0900.0179 -6.086736e-002 VOM19980327.0900.0179
VOM19980501.0700.0436 -6.092558e-002 VOM19980501.0700.0436
VOM19980617.0900.0112 -6.097932e-002 VOM19980617.0900.0112
VOM19980507.0700.0127 -6.116043e-002 VOM19980507.0700.0127
VOM19980501.0700.0214 -6.122913e-002 VOM19980501.0700.0214
VOM19980609.0700.0432 -6.128608e-002 VOM19980609.0700.0432
VOM19980618.0730.0193 -6.130763e-002 VOM19980618.0730.0193
VOM19980524.0730.0061 -6.130952e-002 VOM19980524.0730.0061
VOM19980524.0700.0265 -6.130952e-002 VOM19980524.0700.0265
VOM19980604.0900.0085 -6.131231e-002 VOM19980604.0900.0085
VOM19980628.0700.0484 -6.139359e-002 VOM19980628.0700.0484
VOM19980505.0700.0193 -6.151686e-002 VOM19980505.0700.0193
VOM19980624.0730.0117 -6.153099e-002 VOM19980624.0730.0117
VOM19980604.0700.0236 -6.181420e-002 VOM19980604.0700.0236
VOM19980502.0700.0400 -6.182162e-002 VOM19980502.0700.0400
VOM19980623.0900.0209 -6.192964e-002 VOM19980623.0900.0209
VOM19980317.0900.2122 -6.194837e-002 VOM19980317.0900.2122
VOM19980605.0700.0040 -6.207439e-002 VOM19980605.0700.0040
VOM19980522.0900.0219 -6.208310e-002 VOM19980522.0900.0219
VOM19980224.0900.3400 -6.210127e-002 VOM19980224.0900.3400
VOM19980521.0730.0148 -6.217463e-002 VOM19980521.0730.0148
VOM19980316.0900.0320 -6.228590e-002 VOM19980316.0900.0320
VOM19980503.0730.0235 -6.232949e-002 VOM19980503.0730.0235
VOM19980504.0900.0059 -6.234467e-002 VOM19980504.0900.0059
VOM19980504.0730.0069 -6.234467e-002 VOM19980504.0730.0069
VOM19980603.0700.0071 -6.242224e-002 VOM19980603.0700.0071
VOM19980617.0700.0190 -6.243277e-002 VOM19980617.0700.0190
VOM19980625.0700.0404 -6.243769e-002 VOM19980625.0700.0404
VOM19980316.0900.0281 -6.244012e-002 VOM19980316.0900.0281
VOM19980301.0700.0358 -6.249308e-002 VOM19980301.0700.0358
VOM19980302.0700.2096 -6.251925e-002 VOM19980302.0700.2096
VOM19980612.0700.0038 -6.253867e-002 VOM19980612.0700.0038
VOM19980222.0700.0221 -6.258562e-002 VOM19980222.0700.0221
VOM19980223.0900.3362 -6.258788e-002 VOM19980223.0900.3362
VOM19980304.0900.0183 -6.266236e-002 VOM19980304.0900.0183
VOM19980315.0700.0150 -6.273493e-002 VOM19980315.0700.0150
VOM19980531.0730.0040 -6.298280e-002 VOM19980531.0730.0040
VOM19980225.0900.0369 -6.300505e-002 VOM19980225.0900.0369
VOM19980225.0700.0547 -6.300990e-002 VOM19980225.0700.0547
VOM19980316.0900.1998 -6.304497e-002 VOM19980316.0900.1998
VOM19980630.0900.0127 -6.307951e-002 VOM19980630.0900.0127
VOM19980303.0900.2011 -6.311890e-002 VOM19980303.0900.2011
VOM19980226.0900.1888 -6.313243e-002 VOM19980226.0900.1888
VOM19980305.0900.0295 -6.315364e-002 VOM19980305.0900.0295
VOM19980611.0900.0042 -6.318315e-002 VOM19980611.0900.0042
VOM19980626.0730.0003 -6.318461e-002 VOM19980626.0730.0003
VOM19980507.0730.0066 -6.322531e-002 VOM19980507.0730.0066
VOM19980630.0700.0556 -6.324200e-002 VOM19980630.0700.0556
VOM19980623.0730.0065 -6.329887e-002 VOM19980623.0730.0065
VOM19980502.0730.0233 -6.331277e-002 VOM19980502.0730.0233
VOM19980326.0700.0288 -6.354487e-002 VOM19980326.0700.0288
VOM19980628.0700.0276 -6.354662e-002 VOM19980628.0700.0276
VOM19980327.0900.1937 -6.356139e-002 VOM19980327.0900.1937
VOM19980220.0700.0448 -6.359913e-002 VOM19980220.0700.0448
VOM19980505.0900.0091 -6.368791e-002 VOM19980505.0900.0091
VOM19980505.0730.0122 -6.368791e-002 VOM19980505.0730.0122
VOM19980220.0700.0265 -6.385741e-002 VOM19980220.0700.0265
VOM19980226.0900.1806 -6.389231e-002 VOM19980226.0900.1806
VOM19980616.0900.0005 -6.396187e-002 VOM19980616.0900.0005
VOM19980220.0900.0330 -6.397109e-002 VOM19980220.0900.0330
VOM19980606.0700.0206 -6.402424e-002 VOM19980606.0700.0206
VOM19980225.0900.2065 -6.403004e-002 VOM19980225.0900.2065
VOM19980326.0900.0271 -6.405782e-002 VOM19980326.0900.0271
VOM19980220.0900.0473 -6.411801e-002 VOM19980220.0900.0473
VOM19980603.0730.0036 -6.420750e-002 VOM19980603.0730.0036
VOM19980423.0900.0021 -6.436168e-002 VOM19980423.0900.0021
VOM19980610.0730.0031 -6.439368e-002 VOM19980610.0730.0031
VOM19980223.0900.1935 -6.439944e-002 VOM19980223.0900.1935
VOM19980403.0900.0331 -6.447893e-002 VOM19980403.0900.0331
VOM19980319.0700.0496 -6.454060e-002 VOM19980319.0700.0496
VOM19980303.0900.0203 -6.458543e-002 VOM19980303.0900.0203
VOM19980604.0730.0106 -6.461755e-002 VOM19980604.0730.0106
VOM19980611.0730.0032 -6.462099e-002 VOM19980611.0730.0032
VOM19980611.0700.0119 -6.462099e-002 VOM19980611.0700.0119
VOM19980507.0900.0154 -6.462805e-002 VOM19980507.0900.0154
VOM19980522.0900.0121 -6.491417e-002 VOM19980522.0900.0121
VOM19980522.0730.0122 -6.491417e-002 VOM19980522.0730.0122
VOM19980617.0700.0048 -6.494445e-002 VOM19980617.0700.0048
VOM19980302.0900.3462 -6.502416e-002 VOM19980302.0900.3462
VOM19980413.0900.0168 -6.505084e-002 VOM19980413.0900.0168
VOM19980302.0700.2033 -6.512460e-002 VOM19980302.0700.2033
VOM19980225.0900.1983 -6.521469e-002 VOM19980225.0900.1983
VOM19980524.0700.0492 -6.529361e-002 VOM19980524.0700.0492
VOM19980522.0730.0224 -6.533253e-002 VOM19980522.0730.0224
VOM19980316.0900.3525 -6.536545e-002 VOM19980316.0900.3525
VOM19980627.0700.0275 -6.536917e-002 VOM19980627.0700.0275
VOM19980623.0730.0228 -6.537056e-002 VOM19980623.0730.0228
VOM19980505.0700.0529 -6.540637e-002 VOM19980505.0700.0529
VOM19980623.0700.0268 -6.554209e-002 VOM19980623.0700.0268
VOM19980605.0700.0482 -6.557954e-002 VOM19980605.0700.0482
VOM19980621.0730.0064 -6.560256e-002 VOM19980621.0730.0064
VOM19980220.0900.2076 -6.563218e-002 VOM19980220.0900.2076
VOM19980225.0700.1964 -6.565683e-002 VOM19980225.0700.1964
VOM19980221.0700.0183 -6.569027e-002 VOM19980221.0700.0183
VOM19980624.0730.0175 -6.578645e-002 VOM19980624.0730.0175
VOM19980627.0730.0099 -6.578941e-002 VOM19980627.0730.0099
VOM19980520.0700.0476 -6.579311e-002 VOM19980520.0700.0476
VOM19980523.0700.0247 -6.594125e-002 VOM19980523.0700.0247
VOM19980507.0700.0355 -6.597316e-002 VOM19980507.0700.0355
VOM19980508.0700.0452 -6.598890e-002 VOM19980508.0700.0452
VOM19980226.0900.3560 -6.604763e-002 VOM19980226.0900.3560
VOM19980316.0900.1960 -6.609371e-002 VOM19980316.0900.1960
VOM19980316.0700.0944 -6.613727e-002 VOM19980316.0700.0944
VOM19980222.0700.1908 -6.616548e-002 VOM19980222.0700.1908
VOM19980224.0700.0382 -6.620453e-002 VOM19980224.0700.0382
VOM19980523.0700.0538 -6.621475e-002 VOM19980523.0700.0538
VOM19980614.0700.0540 -6.622007e-002 VOM19980614.0700.0540
VOM19980319.0700.0606 -6.626610e-002 VOM19980319.0700.0606
VOM19980305.0700.1234 -6.626917e-002 VOM19980305.0700.1234
VOM19980404.0700.2088 -6.630939e-002 VOM19980404.0700.2088
VOM19980511.0700.0456 -6.634267e-002 VOM19980511.0700.0456
VOM19980508.0900.0211 -6.635433e-002 VOM19980508.0900.0211
VOM19980421.0900.0146 -6.641129e-002 VOM19980421.0900.0146
VOM19980406.0900.0112 -6.644695e-002 VOM19980406.0900.0112
VOM19980603.0700.0039 -6.653231e-002 VOM19980603.0700.0039
VOM19980605.0900.0123 -6.654516e-002 VOM19980605.0900.0123
VOM19980628.0730.0204 -6.656570e-002 VOM19980628.0730.0204
VOM19980522.0900.0039 -6.657874e-002 VOM19980522.0900.0039
VOM19980522.0730.0037 -6.657874e-002 VOM19980522.0730.0037
VOM19980609.0900.0176 -6.663309e-002 VOM19980609.0900.0176
VOM19980508.0730.0240 -6.666009e-002 VOM19980508.0730.0240
VOM19980223.0900.1997 -6.683616e-002 VOM19980223.0900.1997
VOM19980303.0900.3402 -6.684928e-002 VOM19980303.0900.3402
VOM19980628.0700.0355 -6.692535e-002 VOM19980628.0700.0355
VOM19980529.0900.0276 -6.695379e-002 VOM19980529.0900.0276
VOM19980529.0700.0562 -6.695379e-002 VOM19980529.0700.0562
VOM19980521.0900.0068 -6.714608e-002 VOM19980521.0900.0068
VOM19980521.0730.0029 -6.714608e-002 VOM19980521.0730.0029
VOM19980303.0900.0396 -6.717651e-002 VOM19980303.0900.0396
VOM19980301.0700.0250 -6.718425e-002 VOM19980301.0700.0250
VOM19980611.0700.0046 -6.719558e-002 VOM19980611.0700.0046
VOM19980504.0700.0300 -6.725320e-002 VOM19980504.0700.0300
VOM19980520.0700.0505 -6.740665e-002 VOM19980520.0700.0505
VOM19980302.0700.0449 -6.744795e-002 VOM19980302.0700.0449
VOM19980225.0900.2118 -6.769536e-002 VOM19980225.0900.2118
VOM19980225.0900.0421 -6.769536e-002 VOM19980225.0900.0421
VOM19980605.0700.0560 -6.771264e-002 VOM19980605.0700.0560
VOM19980604.0900.0124 -6.783324e-002 VOM19980604.0900.0124
VOM19980604.0730.0143 -6.783324e-002 VOM19980604.0730.0143
VOM19980319.0900.0598 -6.786713e-002 VOM19980319.0900.0598
VOM19980319.0900.3468 -6.792483e-002 VOM19980319.0900.3468
VOM19980616.0700.0420 -6.798898e-002 VOM19980616.0700.0420
VOM19980228.0700.2993 -6.802349e-002 VOM19980228.0700.2993
VOM19980228.0700.2303 -6.814478e-002 VOM19980228.0700.2303
VOM19980611.0730.0156 -6.818091e-002 VOM19980611.0730.0156
VOM19980327.0900.0221 -6.818604e-002 VOM19980327.0900.0221
VOM19980223.0700.0458 -6.830696e-002 VOM19980223.0700.0458
VOM19980305.0700.1706 -6.832954e-002 VOM19980305.0700.1706
VOM19980617.0900.0240 -6.836595e-002 VOM19980617.0900.0240
VOM19980628.0700.0143 -6.841151e-002 VOM19980628.0700.0143
VOM19980507.0900.0040 -6.841366e-002 VOM19980507.0900.0040
VOM19980224.0900.0912 -6.842809e-002 VOM19980224.0900.0912
VOM19980220.0700.2956 -6.846587e-002 VOM19980220.0700.2956
VOM19980630.0700.0328 -6.854925e-002 VOM19980630.0700.0328
VOM19980507.0730.0034 -6.859538e-002 VOM19980507.0730.0034
VOM19980317.0700.0629 -6.860758e-002 VOM19980317.0700.0629
VOM19980304.0700.1615 -6.873159e-002 VOM19980304.0700.1615
VOM19980614.0730.0261 -6.874090e-002 VOM19980614.0730.0261
VOM19980403.0900.0377 -6.901964e-002 VOM19980403.0900.0377
VOM19980304.0700.0182 -6.903113e-002 VOM19980304.0700.0182
VOM19980610.0730.0217 -6.909101e-002 VOM19980610.0730.0217
VOM19980317.0900.0376 -6.910711e-002 VOM19980317.0900.0376
VOM19980507.0730.0178 -6.917369e-002 VOM19980507.0730.0178
VOM19980415.0900.0057 -6.936392e-002 VOM19980415.0900.0057
